legacy_row_id,legacy_profession,legacy_secondary_profession,legacy_tier,legacy_rarity,legacy_name,legacy_category,legacy_craft_type,legacy_description,legacy_use,legacy_output_qty,legacy_base_price_gp,legacy_vendor_price_gp,legacy_sale_price_gp,legacy_component_1,legacy_component_1_qty,legacy_component_1_source,legacy_component_2,legacy_component_2_qty,legacy_component_2_source,legacy_component_3,legacy_component_3_qty,legacy_component_3_source,legacy_components_json
541,Enchanting,,7,Artifact,Maul,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Mythic Alloy (T7),1,Mining,Silvermint Sprig (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
542,Enchanting,,7,Artifact,Mighty Servant of Leuk-o,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Mythic Alloy (T7),1,Mining,Bitterthorn Berry (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
543,Enchanting,,7,Artifact,Morningstar,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Deepvein Ore (T7),1,Mining,Silvermint Sprig (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
544,Enchanting,,7,Artifact,Musket,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Mythic Alloy (T7),1,Mining,Phoenixheart Seed (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Phoenixheart Seed (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
545,Enchanting,,7,Artifact,Orb of Dragonkind,Wondrous Item,focus_gem,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Spell Soot (T7),1,Arcane Extraction,Mythic Alloy (T7),1,Mining,Moonshade Orchid (T7),1,Herbalism,"[{""name"":""Spell Soot (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
546,Enchanting,,7,Artifact,Pike,Wondrous Item,enchant_weapon,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Rift Glass (T7),1,Arcane Extraction,Emberstone Chunk (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Rift Glass (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Emberstone Chunk (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
547,Enchanting,,7,Artifact,Pistol,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Deepvein Ore (T7),1,Mining,Bitterthorn Berry (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Deepvein Ore (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Bitterthorn Berry (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
548,Enchanting,,7,Artifact,Rapier,Wondrous Item,enchant_weapon,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Void Essence (T7),1,Arcane Extraction,Emberstone Chunk (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Void Essence (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Emberstone Chunk (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
549,Enchanting,,7,Artifact,Scimitar,Wondrous Item,enchant_weapon,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Astral Prism (T7),1,Arcane Extraction,Emberstone Chunk (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Astral Prism (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Emberstone Chunk (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
550,Enchanting,,7,Artifact,Spear,Wondrous Item,enchant_weapon,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Emberstone Chunk (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Emberstone Chunk (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
551,Enchanting,,7,Artifact,Teeth of Dahlver-Nar,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Forge Flux (T7),1,Mining,Silvermint Sprig (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Forge Flux (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Silvermint Sprig (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
552,Enchanting,,7,Artifact,War Pick,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Mythic Alloy (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Mythic Alloy (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
553,Enchanting,,7,Artifact,Wave,Wondrous Item,enchant_misc,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Aether Sand (T7),1,Arcane Extraction,Frostsalt Crystal (T7),1,Mining,Sunpetal Bloom (T7),1,Herbalism,"[{""name"":""Aether Sand (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Frostsalt Crystal (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Sunpetal Bloom (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
554,Enchanting,,7,Artifact,Whip,Wondrous Item,enchant_weapon,Crafted item (Artifact).,Crafting output for Enchanting.,1,2000000,2000000,1000000,Rift Glass (T7),1,Arcane Extraction,Emberstone Chunk (T7),1,Mining,Moonshade Orchid (T7),1,Herbalism,"[{""name"":""Rift Glass (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Emberstone Chunk (T7)"",""qty"":1,""gathering_profession"":""Mining""},{""name"":""Moonshade Orchid (T7)"",""qty"":1,""gathering_profession"":""Herbalism""}]"
555,Scribing,,1,Common,Spell Scroll (Level 1),Scroll,scroll_spell,Crafted item (Common).,Crafting output for Scribing.,1,20,20,10,Spell Soot (T1),1,Arcane Extraction,Silvermint Sprig (T1),1,Herbalism,Wild Heart (T1),1,Hunting,"[{""name"":""Spell Soot (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Silvermint Sprig (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T1)"",""qty"":1,""gathering_profession"":""Hunting""}]"
556,Scribing,,1,Common,Enduring spellbook,Wondrous Item,script_misc,Crafted item (Common).,Crafting output for Scribing.,1,20,20,10,Void Essence (T1),1,Arcane Extraction,Silvermint Sprig (T1),1,Herbalism,Wild Heart (T1),1,Hunting,"[{""name"":""Void Essence (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Silvermint Sprig (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T1)"",""qty"":1,""gathering_profession"":""Hunting""}]"
557,Scribing,,2,Uncommon,Spell Scroll (Level 2),Scroll,scroll_spell,Crafted item (Uncommon).,Crafting output for Scribing.,1,200,200,100,Rift Glass (T2),1,Arcane Extraction,Moonshade Orchid (T2),1,Herbalism,Feathered Wing (T2),1,Hunting,"[{""name"":""Rift Glass (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T2)"",""qty"":1,""gathering_profession"":""Hunting""}]"
558,Scribing,,3,Rare,Scroll of protection,Scroll,scroll_protection,Crafted item (Rare).,Crafting output for Scribing.,1,1500,1500,750,Void Essence (T3),1,Arcane Extraction,Duskleaf Frond (T3),1,Herbalism,Razor Fang (T3),1,Hunting,"[{""name"":""Void Essence (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T3)"",""qty"":1,""gathering_profession"":""Hunting""}]"
559,Scribing,,3,Rare,Spell Scroll (Level 3),Scroll,scroll_spell,Crafted item (Rare).,Crafting output for Scribing.,1,1500,1500,750,Mana Thread (T3),1,Arcane Extraction,Phoenixheart Seed (T3),1,Herbalism,Chimera Horn (T3),1,Hunting,"[{""name"":""Mana Thread (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Phoenixheart Seed (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T3)"",""qty"":1,""gathering_profession"":""Hunting""}]"
560,Scribing,,3,Uncommon+,Arcane Grimoire,Wondrous Item,script_misc,Crafted item (Uncommon+).,Crafting output for Scribing.,1,1000,1000,500,Void Essence (T3),1,Arcane Extraction,Duskleaf Frond (T3),1,Herbalism,Razor Fang (T3),1,Hunting,"[{""name"":""Void Essence (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T3)"",""qty"":1,""gathering_profession"":""Hunting""}]"
561,Scribing,,3,Rare,Planecaller’s Codex,Wondrous Item,script_misc,Crafted item (Rare).,Crafting output for Scribing.,1,1500,1500,750,Aether Sand (T3),1,Arcane Extraction,Duskleaf Frond (T3),1,Herbalism,Razor Fang (T3),1,Hunting,"[{""name"":""Aether Sand (T3)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T3)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T3)"",""qty"":1,""gathering_profession"":""Hunting""}]"
562,Scribing,,4,Very Rare,Spell Scroll (Level 4),Scroll,scroll_spell,Crafted item (Very Rare).,Crafting output for Scribing.,1,7500,7500,3750,Mana Thread (T4),1,Arcane Extraction,Bitterthorn Berry (T4),1,Herbalism,Keen Eye (T4),1,Hunting,"[{""name"":""Mana Thread (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Bitterthorn Berry (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Keen Eye (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
563,Scribing,,4,Rare,Atlas of Endless Horizons,Wondrous Item,map_arcane,Crafted item (Rare).,Crafting output for Scribing.,1,3750,3750,1875,Aether Sand (T4),1,Arcane Extraction,Moonshade Orchid (T4),1,Herbalism,Feathered Wing (T4),1,Hunting,"[{""name"":""Aether Sand (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
564,Scribing,,4,Very Rare,Manual of Bodily Health,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,7500,7500,3750,Rift Glass (T4),1,Arcane Extraction,Rootcap Mushroom (T4),1,Herbalism,Sturdy Hide (T4),1,Hunting,"[{""name"":""Rift Glass (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
565,Scribing,,4,Very Rare,Tome of Clear Thought,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,7500,7500,3750,Astral Prism (T4),1,Arcane Extraction,Rootcap Mushroom (T4),1,Herbalism,Sturdy Hide (T4),1,Hunting,"[{""name"":""Astral Prism (T4)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Rootcap Mushroom (T4)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Sturdy Hide (T4)"",""qty"":1,""gathering_profession"":""Hunting""}]"
566,Scribing,,5,Very Rare,Spell Scroll (Level 5),Scroll,scroll_spell,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Void Essence (T5),1,Arcane Extraction,Silvermint Sprig (T5),1,Herbalism,Wild Heart (T5),1,Hunting,"[{""name"":""Void Essence (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Silvermint Sprig (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Wild Heart (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
567,Scribing,,5,Very Rare,Manual of Gainful Exercise,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Luminous Pearl (T5),1,Arcane Extraction,Moonshade Orchid (T5),1,Herbalism,Feathered Wing (T5),1,Hunting,"[{""name"":""Luminous Pearl (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
568,Scribing,,5,Very Rare,Manual of Golems,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Astral Prism (T5),1,Arcane Extraction,Moonshade Orchid (T5),1,Herbalism,Feathered Wing (T5),1,Hunting,"[{""name"":""Astral Prism (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
569,Scribing,,5,Very Rare,Manual of Quickness of Action,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Mana Thread (T5),1,Arcane Extraction,Moonshade Orchid (T5),1,Herbalism,Feathered Wing (T5),1,Hunting,"[{""name"":""Mana Thread (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
570,Scribing,,5,Very Rare,Tome of Leadership and Influence,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Void Essence (T5),1,Arcane Extraction,Moonshade Orchid (T5),1,Herbalism,Feathered Wing (T5),1,Hunting,"[{""name"":""Void Essence (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
571,Scribing,,5,Very Rare,Tome of Understanding,Wondrous Item,script_misc,Crafted item (Very Rare).,Crafting output for Scribing.,1,15000,15000,7500,Spell Soot (T5),1,Arcane Extraction,Moonshade Orchid (T5),1,Herbalism,Feathered Wing (T5),1,Hunting,"[{""name"":""Spell Soot (T5)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T5)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T5)"",""qty"":1,""gathering_profession"":""Hunting""}]"
572,Scribing,,6,Legendary,Spell Scroll (Level 6),Scroll,scroll_spell,Crafted item (Legendary).,Crafting output for Scribing.,1,160000,160000,80000,Astral Prism (T6),1,Arcane Extraction,Moonshade Orchid (T6),1,Herbalism,Feathered Wing (T6),1,Hunting,"[{""name"":""Astral Prism (T6)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Moonshade Orchid (T6)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Feathered Wing (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
573,Scribing,,6,Legendary,Tome of the stilled tongue,Wondrous Item,script_misc,Crafted item (Legendary).,Crafting output for Scribing.,1,160000,160000,80000,Void Essence (T6),1,Arcane Extraction,Phoenixheart Seed (T6),1,Herbalism,Chimera Horn (T6),1,Hunting,"[{""name"":""Void Essence (T6)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Phoenixheart Seed (T6)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Chimera Horn (T6)"",""qty"":1,""gathering_profession"":""Hunting""}]"
574,Scribing,,7,Artifact,Spell Scroll (Level 7),Scroll,scroll_spell,Crafted item (Artifact).,Crafting output for Scribing.,1,2000000,2000000,1000000,Spell Soot (T7),1,Arcane Extraction,Duskleaf Frond (T7),1,Herbalism,Razor Fang (T7),1,Hunting,"[{""name"":""Spell Soot (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T7)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
575,Scribing,,7,Artifact,Book of Exalted Deeds,Wondrous Item,script_misc,Crafted item (Artifact).,Crafting output for Scribing.,1,2000000,2000000,1000000,Rift Glass (T7),1,Arcane Extraction,Duskleaf Frond (T7),1,Herbalism,Razor Fang (T7),1,Hunting,"[{""name"":""Rift Glass (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T7)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
576,Scribing,,7,Artifact,Book of Vile Darkness,Wondrous Item,script_misc,Crafted item (Artifact).,Crafting output for Scribing.,1,2000000,2000000,1000000,Astral Prism (T7),1,Arcane Extraction,Duskleaf Frond (T7),1,Herbalism,Razor Fang (T7),1,Hunting,"[{""name"":""Astral Prism (T7)"",""qty"":1,""gathering_profession"":""Arcane Extraction""},{""name"":""Duskleaf Frond (T7)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Razor Fang (T7)"",""qty"":1,""gathering_profession"":""Hunting""}]"
577,Tailoring,,1,Common,Boots of false tracks,Wearable,boots,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Keen Eye (T1),1,Hunting,Sunpetal Bloom (T1),1,Herbalism,Astral Prism (T1),1,Arcane Extraction,"[{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Sunpetal Bloom (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Astral Prism (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
578,Tailoring,,1,Common,Cloak of Billowing,Wearable,cloak,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Feathered Wing (T1),1,Hunting,Phoenixheart Seed (T1),1,Herbalism,Void Essence (T1),1,Arcane Extraction,"[{""name"":""Feathered Wing (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Phoenixheart Seed (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Void Essence (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
579,Tailoring,,1,Common,Cloak of Many Fashions,Wearable,cloak,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Chimera Horn (T1),1,Hunting,Phoenixheart Seed (T1),1,Herbalism,Void Essence (T1),1,Arcane Extraction,"[{""name"":""Chimera Horn (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Phoenixheart Seed (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Void Essence (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
580,Tailoring,,1,Common,Dread helm,Wearable,headwear,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Dragon Gland (T1),1,Hunting,Moonshade Orchid (T1),1,Herbalism,Luminous Pearl (T1),1,Arcane Extraction,"[{""name"":""Dragon Gland (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Moonshade Orchid (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Luminous Pearl (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
581,Tailoring,,1,Common,Hat of Vermin,Wearable,headwear,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Wild Heart (T1),1,Hunting,Moonshade Orchid (T1),1,Herbalism,Luminous Pearl (T1),1,Arcane Extraction,"[{""name"":""Wild Heart (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Moonshade Orchid (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Luminous Pearl (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
582,Tailoring,,1,Common,Hat of Wizardry,Wearable,headwear,Crafted item (Common).,Crafting output for Tailoring.,1,20,20,10,Keen Eye (T1),1,Hunting,Moonshade Orchid (T1),1,Herbalism,Luminous Pearl (T1),1,Arcane Extraction,"[{""name"":""Keen Eye (T1)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Moonshade Orchid (T1)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Luminous Pearl (T1)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
583,Tailoring,,2,Uncommon,Boots of Striding and Springing,Ring,boots,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Keen Eye (T2),1,Hunting,Rootcap Mushroom (T2),1,Herbalism,Aether Sand (T2),1,Arcane Extraction,"[{""name"":""Keen Eye (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Aether Sand (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
584,Tailoring,,2,Uncommon,Gloves of Missile Snaring,Ring,gloves,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Sturdy Hide (T2),1,Hunting,Sunpetal Bloom (T2),1,Herbalism,Astral Prism (T2),1,Arcane Extraction,"[{""name"":""Sturdy Hide (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Sunpetal Bloom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Astral Prism (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
585,Tailoring,,2,Uncommon,Belt of Giant Strength (Hill),Wearable,belt,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Razor Fang (T2),1,Hunting,Phoenixheart Seed (T2),1,Herbalism,Void Essence (T2),1,Arcane Extraction,"[{""name"":""Razor Fang (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Phoenixheart Seed (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Void Essence (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
586,Tailoring,,2,Uncommon,Boots of Elvenkind,Wearable,boots,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Wild Heart (T2),1,Hunting,Rootcap Mushroom (T2),1,Herbalism,Aether Sand (T2),1,Arcane Extraction,"[{""name"":""Wild Heart (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Aether Sand (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
587,Tailoring,,2,Uncommon,Boots of striding and springing,Wearable,boots,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Sturdy Hide (T2),1,Hunting,Rootcap Mushroom (T2),1,Herbalism,Aether Sand (T2),1,Arcane Extraction,"[{""name"":""Sturdy Hide (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Aether Sand (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
588,Tailoring,,2,Uncommon,Boots of the Winterlands,Wearable,boots,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Razor Fang (T2),1,Hunting,Rootcap Mushroom (T2),1,Herbalism,Aether Sand (T2),1,Arcane Extraction,"[{""name"":""Razor Fang (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Rootcap Mushroom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Aether Sand (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
589,Tailoring,,2,Uncommon,Bracers of Archery,Wearable,tailor_misc,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Feathered Wing (T2),1,Hunting,Sunpetal Bloom (T2),1,Herbalism,Astral Prism (T2),1,Arcane Extraction,"[{""name"":""Feathered Wing (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Sunpetal Bloom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Astral Prism (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
590,Tailoring,,2,Uncommon,Circlet of Blasting,Wearable,tailor_misc,Crafted item (Uncommon).,Crafting output for Tailoring.,1,200,200,100,Chimera Horn (T2),1,Hunting,Sunpetal Bloom (T2),1,Herbalism,Astral Prism (T2),1,Arcane Extraction,"[{""name"":""Chimera Horn (T2)"",""qty"":1,""gathering_profession"":""Hunting""},{""name"":""Sunpetal Bloom (T2)"",""qty"":1,""gathering_profession"":""Herbalism""},{""name"":""Astral Prism (T2)"",""qty"":1,""gathering_profession"":""Arcane Extraction""}]"
